0.0010000000475	0.124553572838	0.248107145628	1639.0
0.248107145628	0.371660718418	0.495214291208	3208.0
0.495214291208	0.618767863998	0.742321436788	5169.0
0.742321436788	0.865875009578	0.989428582368	4721.0
0.989428582368	1.11298215516	1.23653572795	3690.0
1.23653572795	1.36008930074	1.48364287353	2907.0
1.48364287353	1.60719644632	1.73075001911	2835.0
1.73075001911	1.8543035919	1.97785716469	1714.0
1.97785716469	2.10141073748	2.22496431027	1354.0
2.22496431027	2.34851788306	2.47207145585	1076.0
2.47207145585	2.59562502864	2.71917860143	761.0
2.71917860143	2.84273217422	2.96628574701	421.0
2.96628574701	3.0898393198	3.21339289259	193.0
3.21339289259	3.33694646538	3.46050003817	80.0
3.46050003817	3.58405361096	3.70760718375	21.0
3.70760718375	3.83116075654	3.95471432933	10.0
3.95471432933	4.07826790212	4.20182147491	8.0
4.20182147491	4.3253750477	4.44892862049	4.0
4.44892862049	4.57248219328	4.69603576607	3.0
4.69603576607	4.81958933886	4.94314291165	2.0
